Year,State,Educational Attainment,Totals
2010,HI,High school or equivalent,314.0
2010,HI,"Some college, less than 4-yr degree",294.0
2010,HI,Bachelor's degree or higher,259.0
2010,ID,Totals,1526.0
2010,ID,Educational Attainment,
2010,ID,Children under 15,358.0
2010,ID,No high school diploma,187.0
2010,ID,High school or equivalent,325.0
2010,ID,"Some college, less than 4-yr degree",393.0
2010,ID,Bachelor's degree or higher,263.0
2010,IL,Totals,12767.0
2010,IL,Educational Attainment,
2010,IL,Children under 15,2628.0
2010,IL,No high school diploma,1673.0
2010,IL,High school or equivalent,2890.0
2010,IL,"Some college, less than 4-yr degree",2704.0
2010,IL,Bachelor's degree or higher,2873.0
2010,IN,Totals,6364.0
2010,IN,Educational Attainment,
2010,IN,Children under 15,1321.0
2010,IN,No high school diploma,855.0
2010,IN,High school or equivalent,1927.0
2010,IN,"Some college, less than 4-yr degree",1281.0
2010,IN,Bachelor's degree or higher,979.0
2010,IA,Totals,2995.0
2010,IA,Educational Attainment,
2010,IA,Children under 15,595.0
2010,IA,No high school diploma,364.0
2010,IA,High school or equivalent,763.0
2010,IA,"Some college, less than 4-yr degree",748.0
2010,IA,Bachelor's degree or higher,525.0
2010,KS,Totals,2745.0
2010,KS,Educational Attainment,
2010,KS,Children under 15,590.0
2010,KS,No high school diploma,331.0
2010,KS,High school or equivalent,567.0
2010,KS,"Some college, less than 4-yr degree",663.0
2010,KS,Bachelor's degree or higher,594.0
2010,KY,Totals,4282.0
2010,KY,Educational Attainment,
2010,KY,Children under 15,842.0
2010,KY,No high school diploma,776.0
2010,KY,High school or equivalent,1065.0
2010,KY,"Some college, less than 4-yr degree",915.0
2010,KY,Bachelor's degree or higher,684.0
2010,LA,Totals,4453.0
2010,LA,Educational Attainment,
2010,LA,Children under 15,927.0
2010,LA,No high school diploma,622.0
2010,LA,High school or equivalent,1267.0
2010,LA,"Some college, less than 4-yr degree",882.0
2010,LA,Bachelor's degree or higher,755.0
2010,ME,Totals,1300.0
2010,ME,Educational Attainment,
2010,ME,Children under 15,216.0
2010,ME,No high school diploma,171.0
2010,ME,High school or equivalent,358.0
2010,ME,"Some college, less than 4-yr degree",276.0
2010,ME,Bachelor's degree or higher,278.0
2010,MD,Totals,5667.0
2010,MD,Educational Attainment,
2010,MD,Children under 15,1107.0
2010,MD,No high school diploma,689.0
2010,MD,High school or equivalent,1229.0
2010,MD,"Some college, less than 4-yr degree",1123.0
2010,MD,Bachelor's degree or higher,1520.0
2010,MA,Totals,6631.0
2010,MA,Educational Attainment,
2010,MA,Children under 15,1176.0
2010,MA,No high school diploma,814.0
2010,MA,High school or equivalent,1535.0
2010,MA,"Some college, less than 4-yr degree",1186.0
2010,MA,Bachelor's degree or higher,1921.0
2010,MI,Totals,9815.0
2010,MI,Educational Attainment,
2010,MI,Children under 15,1886.0
2010,MI,No high school diploma,1193.0
2010,MI,High school or equivalent,2541.0
2010,MI,"Some college, less than 4-yr degree",2282.0
2010,MI,Bachelor's degree or higher,1913.0
2010,MN,Totals,5203.0
2010,MN,Educational Attainment,
2010,MN,Children under 15,1058.0
2010,MN,No high school diploma,581.0
2010,MN,High school or equivalent,1103.0
2010,MN,"Some college, less than 4-yr degree",1276.0
2010,MN,Bachelor's degree or higher,1183.0
2010,MS,Totals,2850.0
2010,MS,Educational Attainment,
2010,MS,Children under 15,639.0
2010,MS,No high school diploma,542.0
2010,MS,High school or equivalent,678.0
2010,MS,"Some college, less than 4-yr degree",646.0
2010,MS,Bachelor's degree or higher,345.0
2010,MO,Totals,5969.0
2010,MO,Educational Attainment,
2010,MO,Children under 15,1186.0
2010,MO,No high school diploma,875.0
2010,MO,High school or equivalent,1616.0
2010,MO,"Some college, less than 4-yr degree",1356.0
2010,MO,Bachelor's degree or higher,936.0
2010,MT,Totals,972.0
2010,MT,Educational Attainment,
2010,MT,Children under 15,182.0
2010,MT,No high school diploma,97.0
2010,MT,High school or equivalent,252.0
2010,MT,"Some college, less than 4-yr degree",242.0
2010,MT,Bachelor's degree or higher,200.0
2010,NE,Totals,1780.0
2010,NE,Educational Attainment,
2010,NE,Children under 15,378.0
2010,NE,No high school diploma,220.0
2010,NE,High school or equivalent,396.0
2010,NE,"Some college, less than 4-yr degree",420.0
2010,NE,Bachelor's degree or higher,366.0
2010,NV,Totals,2632.0
2010,NV,Educational Attainment,
2010,NV,Children under 15,575.0
2010,NV,No high school diploma,381.0
2010,NV,High school or equivalent,690.0
2010,NV,"Some college, less than 4-yr degree",570.0
2010,NV,Bachelor's degree or higher,416.0
2010,NH,Totals,1314.0
2010,NH,Educational Attainment,
2010,NH,Children under 15,229.0
2010,NH,No high school diploma,137.0
2010,NH,High school or equivalent,287.0
2010,NH,"Some college, less than 4-yr degree",305.0
2010,NH,Bachelor's degree or higher,356.0
2010,NJ,Totals,8680.0
2010,NJ,Educational Attainment,
2010,NJ,Children under 15,1667.0
2010,NJ,No high school diploma,1141.0
2010,NJ,High school or equivalent,2169.0
2010,NJ,"Some college, less than 4-yr degree",1560.0
2010,NJ,Bachelor's degree or higher,2143.0
2010,NM,Totals,1978.0
2010,NM,Educational Attainment,
2010,NM,Children under 15,436.0
2010,NM,No high school diploma,327.0
2010,NM,High school or equivalent,420.0
2010,NM,"Some college, less than 4-yr degree",436.0
2010,NM,Bachelor's degree or higher,359.0
2010,NY,Totals,19184.0
2010,NY,Educational Attainment,
2010,NY,Children under 15,3649.0
2010,NY,No high school diploma,2755.0
2010,NY,High school or equivalent,4465.0
2010,NY,"Some college, less than 4-yr degree",3678.0
2010,NY,Bachelor's degree or higher,4637.0
2010,NC,Totals,9348.0
2010,NC,Educational Attainment,
2010,NC,Children under 15,1918.0
2010,NC,No high school diploma,1347.0
2010,NC,High school or equivalent,2298.0
2010,NC,"Some college, less than 4-yr degree",1998.0
2010,NC,Bachelor's degree or higher,1787.0
2010,ND,Totals,632.0
2010,ND,Educational Attainment,
2010,ND,Children under 15,119.0
2010,ND,No high school diploma,72.0
2010,ND,High school or equivalent,131.0
2010,ND,"Some college, less than 4-yr degree",180.0
2010,ND,Bachelor's degree or higher,130.0
2010,OH,Totals,11462.0
2010,OH,Educational Attainment,
2010,OH,Children under 15,2263.0
2010,OH,No high school diploma,1501.0
2010,OH,High school or equivalent,3417.0
2010,OH,"Some college, less than 4-yr degree",2454.0
2010,OH,Bachelor's degree or higher,1828.0
2010,OK,Totals,3636.0
2010,OK,Educational Attainment,
2010,OK,Children under 15,782.0
2010,OK,No high school diploma,472.0
2010,OK,High school or equivalent,933.0
2010,OK,"Some college, less than 4-yr degree",826.0
2010,OK,Bachelor's degree or higher,623.0
2010,OR,Totals,3835.0
2010,OR,Educational Attainment,
2010,OR,Children under 15,722.0
2010,OR,No high school diploma,472.0
2010,OR,High school or equivalent,915.0
2010,OR,"Some college, less than 4-yr degree",906.0
2010,OR,Bachelor's degree or higher,818.0
2010,PA,Totals,12414.0
2010,PA,Educational Attainment,
2010,PA,Children under 15,2264.0
2010,PA,No high school diploma,1774.0
2010,PA,High school or equivalent,3831.0
2010,PA,"Some college, less than 4-yr degree",2171.0
2010,PA,Bachelor's degree or higher,2374.0
2010,RI,Totals,1033.0
2010,RI,Educational Attainment,
2010,RI,Children under 15,186.0
2010,RI,No high school diploma,166.0
2010,RI,High school or equivalent,229.0
2010,RI,"Some college, less than 4-yr degree",218.0
2010,RI,Bachelor's degree or higher,233.0
2010,SC,Totals,4507.0
2010,SC,Educational Attainment,
2010,SC,Children under 15,891.0
2010,SC,No high school diploma,730.0
2010,SC,High school or equivalent,1187.0
2010,SC,"Some college, less than 4-yr degree",904.0
2010,SC,Bachelor's degree or higher,795.0
2010,SD,Totals,800.0
2010,SD,Educational Attainment,
2010,SD,Children under 15,169.0
2010,SD,No high school diploma,100.0
2010,SD,High school or equivalent,194.0
2010,SD,"Some college, less than 4-yr degree",191.0
2010,SD,Bachelor's degree or higher,147.0
2010,TN,Totals,6253.0
2010,TN,Educational Attainment,
2010,TN,Children under 15,1246.0
2010,TN,No high school diploma,1014.0
2010,TN,High school or equivalent,1690.0
2010,TN,"Some college, less than 4-yr degree",1239.0
2010,TN,Bachelor's degree or higher,1063.0
2010,TX,Totals,24657.0
2010,TX,Educational Attainment,
2010,TX,Children under 15,5891.0
2010,TX,No high school diploma,4653.0
2010,TX,High school or equivalent,5041.0
2010,TX,"Some college, less than 4-yr degree",4811.0
2010,TX,Bachelor's degree or higher,4261.0
2010,UT,Totals,2800.0
2010,UT,Educational Attainment,
2010,UT,Children under 15,760.0
2010,UT,No high school diploma,311.0
2010,UT,High school or equivalent,537.0
2010,UT,"Some college, less than 4-yr degree",683.0
2010,UT,Bachelor's degree or higher,509.0
2010,VT,Totals,618.0
2010,VT,Educational Attainment,
2010,VT,Children under 15,103.0
2010,VT,No high school diploma,70.0
2010,VT,High school or equivalent,167.0
2010,VT,"Some college, less than 4-yr degree",121.0
2010,VT,Bachelor's degree or higher,158.0
2010,VA,Totals,7778.0
2010,VA,Educational Attainment,
2010,VA,Children under 15,1541.0
2010,VA,No high school diploma,978.0
2010,VA,High school or equivalent,1731.0
2010,VA,"Some college, less than 4-yr degree",1518.0
2010,VA,Bachelor's degree or higher,2009.0
2010,WA,Totals,6714.0
2010,WA,Educational Attainment,
2010,WA,Children under 15,1315.0
2010,WA,No high school diploma,733.0
2010,WA,High school or equivalent,1232.0
2010,WA,"Some college, less than 4-yr degree",1834.0
2010,WA,Bachelor's degree or higher,1600.0
2010,WV,Totals,1805.0
2010,WV,Educational Attainment,
2010,WV,Children under 15,316.0
2010,WV,No high school diploma,310.0
2010,WV,High school or equivalent,581.0
2010,WV,"Some college, less than 4-yr degree",324.0
2010,WV,Bachelor's degree or higher,274.0
2010,WI,Totals,5565.0
2010,WI,Educational Attainment,
2010,WI,Children under 15,1078.0
2010,WI,No high school diploma,651.0
2010,WI,High school or equivalent,1404.0
2010,WI,"Some college, less than 4-yr degree",1295.0
2010,WI,Bachelor's degree or higher,1136.0
2010,WY,Totals,541.0
2010,WY,Educational Attainment,
2010,WY,Children under 15,113.0
2010,WY,No high school diploma,59.0
2010,WY,High school or equivalent,142.0
2010,WY,"Some college, less than 4-yr degree",139.0
2010,WY,Bachelor's degree or higher,88.0
