,State,FIPS,Food Insecurity Rate,Number of Food Insecure Persons,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Weighted Annual Food Budget Shortfall,Cost Per Meal,Child food insecurity rate,Number of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Year
163,AR,5145.0,0.171,12600.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.22,0.32,5298860.0,2.51714,0.304,5420.0,0.628,0.372,2009
164,AR,5147.0,0.238,1820.0,1.3,SNAP,1.85,other nutrition pgm,0.59,0.25,0.16,899010.0,2.9565599999999996,0.315,570.0,0.835,0.165,2009
165,AR,5149.0,0.168,3680.0,1.3,SNAP,1.85,other nutrition pgm,0.51,0.41,0.09,1519490.0,2.47142,0.321,1890.0,0.764,0.236,2009
166,AZ,4001.0,0.285,19760.0,1.85,SNAP,1.85,SNAP,0.86,0.0,0.14,8578280.0,2.59842,0.426,9740.0,0.858,0.142,2009
167,AZ,4003.0,0.166,21210.0,1.85,SNAP,1.85,SNAP,0.61,0.0,0.39,8415700.0,2.3749000000000002,0.281,8790.0,0.649,0.351,2009
168,AZ,4005.0,0.173,21980.0,1.85,SNAP,1.85,SNAP,0.65,0.0,0.35,9280870.0,2.5273,0.269,9070.0,0.727,0.273,2009
169,AZ,4007.0,0.2,10390.0,1.85,SNAP,1.85,SNAP,0.69,0.0,0.31,4223950.0,2.43332,0.323,3880.0,0.737,0.263,2009
170,AZ,4009.0,0.225,7840.0,1.85,SNAP,1.85,SNAP,0.68,0.0,0.32,3147350.0,2.40284,0.35,3330.0,0.695,0.305,2009
171,AZ,4011.0,0.234,1810.0,1.85,SNAP,1.85,SNAP,0.66,0.0,0.35,766560.0,2.53492,0.372,870.0,0.549,0.451,2009
172,AZ,4012.0,0.192,3840.0,1.85,SNAP,1.85,SNAP,0.85,0.0,0.15,1538300.0,2.39776,0.327,1230.0,0.894,0.106,2009
173,AZ,4013.0,0.162,626310.0,1.85,SNAP,1.85,SNAP,0.59,0.0,0.42,254088550.0,2.4282399999999997,0.271,286560.0,0.615,0.385,2009
174,AZ,4015.0,0.191,36770.0,1.85,SNAP,1.85,SNAP,0.65,0.0,0.35,14761230.0,2.40284,0.308,13230.0,0.765,0.235,2009
175,AZ,4017.0,0.245,27110.0,1.85,SNAP,1.85,SNAP,0.74,0.0,0.26,11090330.0,2.44856,0.376,13040.0,0.776,0.224,2009
176,AZ,4019.0,0.17,168430.0,1.85,SNAP,1.85,SNAP,0.64,0.0,0.36,69831580.0,2.48158,0.287,67410.0,0.658,0.342,2009
177,AZ,4021.0,0.189,56090.0,1.85,SNAP,1.85,SNAP,0.59,0.0,0.41,22541000.0,2.40538,0.302,23250.0,0.671,0.329,2009
178,AZ,4023.0,0.226,9620.0,1.85,SNAP,1.85,SNAP,0.87,0.0,0.13,3584330.0,2.23012,0.399,5520.0,0.659,0.341,2009
179,AZ,4025.0,0.175,36660.0,1.85,SNAP,1.85,SNAP,0.6,0.0,0.4,14794860.0,2.41554,0.28,11680.0,0.703,0.297,2009
180,AZ,4027.0,0.279,52750.0,1.85,SNAP,1.85,SNAP,0.82,0.0,0.19,20415270.0,2.3164800000000003,0.445,24740.0,0.731,0.269,2009
181,CA,6001.0,0.159,232200.0,1.3,SNAP,1.85,other nutrition pgm,0.41,0.12,0.47,111347000.0,2.8701999999999996,0.225,76810.0,0.566,0.434,2009
182,CA,6003.0,0.189,220.0,1.3,SNAP,1.85,other nutrition pgm,0.37,0.09,0.55,86920.0,2.3647400000000003,0.292,90.0,0.502,0.498,2009
183,CA,6005.0,0.161,6130.0,1.3,SNAP,1.85,other nutrition pgm,0.31,0.13,0.56,3241280.0,3.16484,0.239,1620.0,0.532,0.468,2009
184,CA,6007.0,0.196,42670.0,1.3,SNAP,1.85,other nutrition pgm,0.55,0.17,0.28,18451630.0,2.58826,0.29,13590.0,0.694,0.306,2009
185,CA,6009.0,0.182,8450.0,1.3,SNAP,1.85,other nutrition pgm,0.33,0.17,0.5,4643700.0,3.2893,0.275,2500.0,0.513,0.487,2009
186,CA,6011.0,0.224,4700.0,1.3,SNAP,1.85,other nutrition pgm,0.53,0.27,0.2,2598840.0,3.30962,0.379,2410.0,0.713,0.287,2009
187,CA,6013.0,0.145,147280.0,1.3,SNAP,1.85,other nutrition pgm,0.35,0.13,0.53,68437750.0,2.7813,0.217,56140.0,0.495,0.505,2009
188,CA,6015.0,0.198,5680.0,1.3,SNAP,1.85,other nutrition pgm,0.58,0.1,0.33,2738200.0,2.88544,0.322,2060.0,0.81,0.19,2009
189,CA,6017.0,0.15,26310.0,1.3,SNAP,1.85,other nutrition pgm,0.29,0.13,0.58,15095080.0,3.4340800000000002,0.236,10010.0,0.43,0.57,2009
190,CA,6019.0,0.216,192310.0,1.3,SNAP,1.85,other nutrition pgm,0.62,0.22,0.17,76549540.0,2.38252,0.354,96100.0,0.732,0.268,2009
191,CA,6021.0,0.206,5730.0,1.3,SNAP,1.85,other nutrition pgm,0.53,0.27,0.2,2397560.0,2.50444,0.331,2670.0,0.695,0.305,2009
192,CA,6023.0,0.185,23910.0,1.3,SNAP,1.85,other nutrition pgm,0.55,0.16,0.29,10085650.0,2.52476,0.27,7150.0,0.72,0.28,2009
193,CA,6025.0,0.314,50320.0,1.3,SNAP,1.85,other nutrition pgm,0.63,0.25,0.12,18620660.0,2.21488,0.484,23840.0,0.668,0.332,2009
194,CA,6027.0,0.147,2560.0,1.3,SNAP,1.85,other nutrition pgm,0.38,0.22,0.4,1463340.0,3.42138,0.24,940.0,0.603,0.397,2009
195,CA,6029.0,0.21,163910.0,1.3,SNAP,1.85,other nutrition pgm,0.62,0.18,0.2,66288200.0,2.42062,0.341,83230.0,0.727,0.273,2009
196,CA,6031.0,0.209,30600.0,1.3,SNAP,1.85,other nutrition pgm,0.58,0.16,0.27,12245340.0,2.39522,0.341,13810.0,0.71,0.29,2009
197,CA,6033.0,0.222,14350.0,1.3,SNAP,1.85,other nutrition pgm,0.59,0.14,0.26,7210100.0,3.00736,0.35,5140.0,0.751,0.249,2009
198,CA,6035.0,0.19,6540.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.18,0.33,3166660.0,2.89814,0.275,1690.0,0.682,0.318,2009
199,CA,6037.0,0.174,1701020.0,1.3,SNAP,1.85,other nutrition pgm,0.54,0.21,0.25,750724540.0,2.6416,0.288,734490.0,0.685,0.315,2009
200,CA,6039.0,0.196,28400.0,1.3,SNAP,1.85,other nutrition pgm,0.6,0.22,0.18,14414090.0,3.03784,0.338,14410.0,0.761,0.239,2009
201,CA,6041.0,0.115,28370.0,1.3,SNAP,1.85,other nutrition pgm,0.3,0.1,0.61,14410910.0,3.0403800000000003,0.184,9290.0,0.369,0.631,2009
202,CA,6043.0,0.157,2810.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.17,0.44,1713570.0,3.6499800000000002,0.253,850.0,0.499,0.501,2009
203,CA,6045.0,0.172,14810.0,1.3,SNAP,1.85,other nutrition pgm,0.54,0.21,0.25,7497790.0,3.0302200000000004,0.284,5610.0,0.768,0.232,2009
204,CA,6047.0,0.232,56150.0,1.3,SNAP,1.85,other nutrition pgm,0.62,0.25,0.13,23851830.0,2.54254,0.376,29840.0,0.726,0.274,2009
205,CA,6049.0,0.194,1780.0,1.3,SNAP,1.85,other nutrition pgm,0.56,0.23,0.21,1192720.0,4.01066,0.293,570.0,0.826,0.174,2009
206,CA,6051.0,0.152,1970.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.18,0.33,1161200.0,3.52806,0.25,630.0,0.623,0.377,2009
207,CA,6053.0,0.165,66680.0,1.3,SNAP,1.85,other nutrition pgm,0.51,0.24,0.25,27928690.0,2.50698,0.292,32360.0,0.667,0.333,2009
208,CA,6055.0,0.132,17440.0,1.3,SNAP,1.85,other nutrition pgm,0.39,0.17,0.44,8777460.0,3.01244,0.224,6960.0,0.544,0.456,2009
209,CA,6057.0,0.151,14610.0,1.3,SNAP,1.85,other nutrition pgm,0.31,0.19,0.51,8735730.0,3.57886,0.226,4360.0,0.505,0.495,2009
210,CA,6059.0,0.131,391380.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.2,0.41,174723860.0,2.6720800000000002,0.234,177650.0,0.542,0.458,2009
211,CA,6061.0,0.14,46440.0,1.3,SNAP,1.85,other nutrition pgm,0.26,0.14,0.61,22151150.0,2.85496,0.214,17390.0,0.361,0.639,2009
212,CA,6063.0,0.207,4260.0,1.3,SNAP,1.85,other nutrition pgm,0.36,0.19,0.45,2426050.0,3.4086800000000004,0.305,1160.0,0.709,0.291,2009
213,CA,6065.0,0.18,365730.0,1.3,SNAP,1.85,other nutrition pgm,0.45,0.22,0.33,150080720.0,2.45618,0.287,172400.0,0.613,0.387,2009
214,CA,6067.0,0.172,236950.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.15,0.39,99849020.0,2.52222,0.253,91410.0,0.674,0.326,2009
215,CA,6069.0,0.175,9560.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.24,0.36,5209080.0,3.2613600000000003,0.291,4710.0,0.486,0.514,2009
216,CA,6071.0,0.182,361360.0,1.3,SNAP,1.85,other nutrition pgm,0.51,0.21,0.28,147060670.0,2.43586,0.289,175670.0,0.669,0.331,2009
217,CA,6073.0,0.148,441730.0,1.3,SNAP,1.85,other nutrition pgm,0.43,0.17,0.4,193827450.0,2.62636,0.242,177560.0,0.591,0.409,2009
218,CA,6075.0,0.145,115590.0,1.3,SNAP,1.85,other nutrition pgm,0.43,0.13,0.43,61118990.0,3.16484,0.208,23820.0,0.57,0.43,2009
219,CA,6077.0,0.205,136300.0,1.3,SNAP,1.85,other nutrition pgm,0.51,0.19,0.3,58361290.0,2.5628599999999997,0.311,62940.0,0.656,0.344,2009
220,CA,6079.0,0.151,39530.0,1.3,SNAP,1.85,other nutrition pgm,0.45,0.1,0.44,18553240.0,2.8092400000000004,0.226,11340.0,0.516,0.484,2009
221,CA,6081.0,0.122,85760.0,1.3,SNAP,1.85,other nutrition pgm,0.32,0.14,0.55,39923560.0,2.78638,0.208,32790.0,0.428,0.572,2009
222,CA,6083.0,0.141,56630.0,1.3,SNAP,1.85,other nutrition pgm,0.52,0.2,0.29,24127820.0,2.55016,0.247,23800.0,0.641,0.359,2009
223,CA,6085.0,0.143,247970.0,1.3,SNAP,1.85,other nutrition pgm,0.34,0.14,0.52,113858180.0,2.7482800000000003,0.236,100170.0,0.431,0.569,2009
224,CA,6087.0,0.16,40260.0,1.3,SNAP,1.85,other nutrition pgm,0.44,0.18,0.38,19613430.0,2.91592,0.264,14570.0,0.566,0.434,2009
225,CA,6089.0,0.206,36980.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.15,0.35,15347710.0,2.48412,0.311,13220.0,0.686,0.314,2009
226,CA,6091.0,0.183,590.0,1.3,SNAP,1.85,other nutrition pgm,0.25,0.11,0.64,352780.0,3.57886,0.257,140.0,0.208,0.792,2009
227,CA,6093.0,0.208,9230.0,1.3,SNAP,1.85,other nutrition pgm,0.51,0.21,0.28,4590580.0,2.97688,0.309,2890.0,0.702,0.298,2009
228,CA,6095.0,0.159,64760.0,1.3,SNAP,1.85,other nutrition pgm,0.37,0.11,0.52,26849690.0,2.48158,0.224,23620.0,0.544,0.456,2009
229,CA,6097.0,0.142,66010.0,1.3,SNAP,1.85,other nutrition pgm,0.37,0.17,0.46,30785430.0,2.79146,0.235,24720.0,0.516,0.484,2009
230,CA,6099.0,0.207,104440.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.21,0.29,44231870.0,2.53492,0.33,49690.0,0.64,0.36,2009
231,CA,6101.0,0.21,19090.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.22,0.33,7550220.0,2.36728,0.325,8260.0,0.635,0.365,2009
232,CA,6103.0,0.212,12830.0,1.3,SNAP,1.85,other nutrition pgm,0.57,0.19,0.24,5373800.0,2.50698,0.34,5250.0,0.74,0.26,2009
233,CA,6105.0,0.228,3170.0,1.3,SNAP,1.85,other nutrition pgm,0.48,0.2,0.31,1639840.0,3.0962600000000005,0.312,810.0,0.635,0.365,2009
234,CA,6107.0,0.219,91000.0,1.3,SNAP,1.85,other nutrition pgm,0.67,0.25,0.08,37149610.0,2.44348,0.374,51510.0,0.751,0.249,2009
235,CA,6109.0,0.175,9750.0,1.3,SNAP,1.85,other nutrition pgm,0.37,0.15,0.48,5060210.0,3.1064200000000004,0.259,2600.0,0.651,0.349,2009
236,CA,6111.0,0.137,108250.0,1.3,SNAP,1.85,other nutrition pgm,0.38,0.19,0.44,50393250.0,2.78638,0.244,51530.0,0.499,0.501,2009
237,CA,6113.0,0.175,33860.0,1.3,SNAP,1.85,other nutrition pgm,0.52,0.14,0.34,14613210.0,2.5831799999999996,0.265,11990.0,0.577,0.423,2009
238,CA,6115.0,0.228,16150.0,1.3,SNAP,1.85,other nutrition pgm,0.56,0.19,0.24,6243510.0,2.31394,0.349,7300.0,0.741,0.259,2009
239,CO,8001.0,0.153,64110.0,1.3,SNAP,1.85,other nutrition pgm,0.44,0.2,0.36,25791220.0,2.40792,0.26,30790.0,0.592,0.408,2009
240,CO,8003.0,0.178,2730.0,1.3,SNAP,1.85,other nutrition pgm,0.63,0.13,0.25,1159670.0,2.54254,0.301,1190.0,0.672,0.328,2009
241,CO,8005.0,0.145,78720.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.14,0.47,33172040.0,2.52222,0.213,30200.0,0.6,0.4,2009
242,CO,8007.0,0.154,1880.0,1.3,SNAP,1.85,other nutrition pgm,0.45,0.11,0.44,950180.0,3.0251400000000004,0.247,1310.0,0.479,0.521,2009
243,CO,8009.0,0.128,490.0,1.3,SNAP,1.85,other nutrition pgm,0.57,0.27,0.16,221870.0,2.71018,0.193,160.0,0.85,0.15,2009
244,CO,8011.0,0.191,1170.0,1.3,SNAP,1.85,other nutrition pgm,0.6,0.18,0.22,467710.0,2.39268,0.312,340.0,0.704,0.296,2009
245,CO,8013.0,0.133,39180.0,1.3,SNAP,1.85,other nutrition pgm,0.43,0.11,0.46,17707280.0,2.7051,0.201,12840.0,0.474,0.526,2009
246,CO,8014.0,0.116,6150.0,1.3,SNAP,1.85,other nutrition pgm,0.21,0.14,0.65,2878650.0,2.8016199999999998,0.186,2610.0,0.327,0.673,2009
247,CO,8015.0,0.141,2380.0,1.3,SNAP,1.85,other nutrition pgm,0.45,0.15,0.41,1037250.0,2.60858,0.219,630.0,0.767,0.233,2009
248,CO,8017.0,0.12,200.0,1.3,SNAP,1.85,other nutrition pgm,0.45,0.06,0.49,95310.0,2.85242,0.239,80.0,0.656,0.344,2009
249,CO,8019.0,0.125,1110.0,1.3,SNAP,1.85,other nutrition pgm,0.28,0.17,0.55,588330.0,3.1724600000000005,0.197,360.0,0.333,0.667,2009
250,CO,8021.0,0.163,1300.0,1.3,SNAP,1.85,other nutrition pgm,0.66,0.31,0.03,540090.0,2.48666,0.289,650.0,0.729,0.271,2009
251,CO,8023.0,0.195,640.0,1.3,SNAP,1.85,other nutrition pgm,0.68,0.28,0.05,269150.0,2.51714,0.357,240.0,0.688,0.312,2009
252,CO,8025.0,0.199,1260.0,1.3,SNAP,1.85,other nutrition pgm,0.72,0.18,0.1,513840.0,2.44094,0.304,240.0,0.986,0.014,2009
253,CO,8027.0,0.154,550.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.16,0.38,225930.0,2.45872,0.252,150.0,0.745,0.255,2009
254,CO,8029.0,0.147,4460.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.22,0.32,1871840.0,2.51206,0.244,1690.0,0.682,0.318,2009
255,CO,8031.0,0.17,98740.0,1.3,SNAP,1.85,other nutrition pgm,0.56,0.15,0.29,42865370.0,2.59842,0.272,35980.0,0.714,0.286,2009
256,CO,8033.0,0.216,380.0,1.3,SNAP,1.85,other nutrition pgm,0.52,0.1,0.38,159160.0,2.50698,0.264,100.0,0.479,0.521,2009
257,CO,8035.0,0.099,26800.0,1.3,SNAP,1.85,other nutrition pgm,0.14,0.08,0.78,11361560.0,2.53746,0.163,13090.0,0.204,0.796,2009
258,CO,8037.0,0.126,6390.0,1.3,SNAP,1.85,other nutrition pgm,0.38,0.2,0.43,2695410.0,2.52476,0.219,2620.0,0.535,0.465,2009
259,CO,8041.0,0.147,86220.0,1.3,SNAP,1.85,other nutrition pgm,0.38,0.15,0.47,35600710.0,2.47142,0.217,33610.0,0.59,0.41,2009
260,CO,8039.0,0.117,2670.0,1.3,SNAP,1.85,other nutrition pgm,0.22,0.16,0.63,1104720.0,2.4765,0.185,1050.0,0.396,0.604,2009
261,CO,8043.0,0.172,8130.0,1.3,SNAP,1.85,other nutrition pgm,0.49,0.04,0.47,3315520.0,2.44094,0.261,2040.0,0.793,0.207,2009
262,CO,8045.0,0.125,6590.0,1.3,SNAP,1.85,other nutrition pgm,0.33,0.2,0.47,2975530.0,2.70256,0.216,3140.0,0.541,0.459,2009
263,CO,8047.0,0.129,670.0,1.3,SNAP,1.85,other nutrition pgm,0.29,0.11,0.6,351420.0,3.13944,0.184,180.0,0.235,0.765,2009
264,CO,8049.0,0.128,1730.0,1.3,SNAP,1.85,other nutrition pgm,0.35,0.19,0.46,900800.0,3.1165800000000004,0.197,560.0,0.498,0.502,2009
265,CO,8051.0,0.132,1980.0,1.3,SNAP,1.85,other nutrition pgm,0.59,0.06,0.35,968800.0,2.92862,0.179,490.0,0.737,0.263,2009
266,CO,8053.0,0.085,50.0,1.3,SNAP,1.85,other nutrition pgm,0.29,0.11,0.6,22960.0,2.7482800000000003,0.205,10.0,1.0,0.0,2009
267,CO,8055.0,0.172,1330.0,1.3,SNAP,1.85,other nutrition pgm,0.56,0.24,0.2,631570.0,2.84226,0.29,390.0,0.842,0.158,2009
268,CO,8057.0,0.132,170.0,1.3,SNAP,1.85,other nutrition pgm,0.43,0.4,0.17,92920.0,3.27152,0.244,60.0,0.83,0.17,2009
269,CO,8059.0,0.128,67580.0,1.3,SNAP,1.85,other nutrition pgm,0.3,0.14,0.57,29395440.0,2.6035,0.207,25200.0,0.443,0.557,2009
270,CO,8061.0,0.119,200.0,1.3,SNAP,1.85,other nutrition pgm,0.43,0.23,0.34,81050.0,2.4257,0.195,70.0,0.896,0.104,2009
271,CO,8063.0,0.122,990.0,1.3,SNAP,1.85,other nutrition pgm,0.49,0.2,0.31,471790.0,2.85242,0.213,410.0,0.689,0.311,2009
272,CO,8067.0,0.124,6180.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.2,0.4,2908430.0,2.81686,0.19,1880.0,0.595,0.405,2009
273,CO,8065.0,0.184,1480.0,1.3,SNAP,1.85,other nutrition pgm,0.68,0.21,0.11,759950.0,3.0734,0.334,720.0,0.734,0.266,2009
274,CO,8069.0,0.14,40220.0,1.3,SNAP,1.85,other nutrition pgm,0.44,0.12,0.44,17170300.0,2.55524,0.205,12740.0,0.494,0.506,2009
275,CO,8071.0,0.161,2550.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.3,0.2,1037760.0,2.43586,0.261,910.0,0.755,0.245,2009
276,CO,8073.0,0.14,740.0,1.3,SNAP,1.85,other nutrition pgm,0.49,0.08,0.43,350140.0,2.8321,0.236,250.0,0.733,0.267,2009
277,CO,8075.0,0.133,2760.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.23,0.32,1123220.0,2.43586,0.213,1000.0,0.752,0.248,2009
278,CO,8077.0,0.154,21240.0,1.3,SNAP,1.85,other nutrition pgm,0.4,0.17,0.43,8806170.0,2.48158,0.243,7980.0,0.572,0.428,2009
279,CO,8079.0,0.117,130.0,1.3,SNAP,1.85,other nutrition pgm,0.26,0.12,0.63,65100.0,2.9972,0.213,20.0,0.283,0.717,2009
280,CO,8081.0,0.136,1850.0,1.3,SNAP,1.85,other nutrition pgm,0.42,0.12,0.46,776440.0,2.51206,0.209,750.0,0.535,0.465,2009
281,CO,8083.0,0.161,4030.0,1.3,SNAP,1.85,other nutrition pgm,0.52,0.17,0.31,1687950.0,2.50698,0.271,1650.0,0.721,0.279,2009
282,CO,8085.0,0.149,5870.0,1.3,SNAP,1.85,other nutrition pgm,0.5,0.19,0.31,2590650.0,2.6416,0.242,2400.0,0.713,0.287,2009
283,CO,8087.0,0.131,3610.0,1.3,SNAP,1.85,other nutrition pgm,0.49,0.22,0.29,1455350.0,2.413,0.236,1860.0,0.628,0.372,2009
284,CO,8089.0,0.169,3180.0,1.3,SNAP,1.85,other nutrition pgm,0.62,0.23,0.15,1271210.0,2.39268,0.299,1430.0,0.732,0.268,2009
285,CO,8091.0,0.114,520.0,1.3,SNAP,1.85,other nutrition pgm,0.38,0.2,0.42,231920.0,2.66954,0.177,190.0,0.585,0.415,2009
286,CO,8093.0,0.124,2090.0,1.3,SNAP,1.85,other nutrition pgm,0.25,0.18,0.57,1031490.0,2.9540200000000003,0.186,630.0,0.453,0.547,2009
287,CO,8095.0,0.111,500.0,1.3,SNAP,1.85,other nutrition pgm,0.48,0.38,0.14,239550.0,2.86766,0.187,230.0,0.826,0.174,2009
288,CO,8097.0,0.12,1840.0,1.3,SNAP,1.85,other nutrition pgm,0.3,0.14,0.56,1335220.0,4.3434,0.194,490.0,0.454,0.546,2009
289,CO,8099.0,0.16,2120.0,1.3,SNAP,1.85,other nutrition pgm,0.62,0.17,0.21,867260.0,2.44856,0.289,1050.0,0.677,0.323,2009
290,CO,8101.0,0.162,24980.0,1.3,SNAP,1.85,other nutrition pgm,0.53,0.21,0.26,9858550.0,2.3622,0.284,10880.0,0.664,0.336,2009
291,CO,8103.0,0.104,640.0,1.3,SNAP,1.85,other nutrition pgm,0.26,0.34,0.4,408480.0,3.82016,0.166,250.0,0.629,0.371,2009
292,CO,8105.0,0.149,1750.0,1.3,SNAP,1.85,other nutrition pgm,0.52,0.25,0.23,876310.0,2.9972,0.276,800.0,0.648,0.352,2009
293,CO,8107.0,0.118,2650.0,1.3,SNAP,1.85,other nutrition pgm,0.25,0.2,0.55,1406830.0,3.1775399999999996,0.177,770.0,0.466,0.534,2009
294,CO,8109.0,0.191,1320.0,1.3,SNAP,1.85,other nutrition pgm,0.7,0.24,0.07,588730.0,2.66954,0.334,570.0,0.786,0.214,2009
295,CO,8111.0,0.14,100.0,1.3,SNAP,1.85,other nutrition pgm,0.35,0.15,0.5,48000.0,2.87274,0.242,10.0,1.0,0.0,2009
296,CO,8113.0,0.134,990.0,1.3,SNAP,1.85,other nutrition pgm,0.42,0.15,0.44,432720.0,2.6162,0.229,310.0,0.451,0.549,2009
297,CO,8115.0,0.121,290.0,1.3,SNAP,1.85,other nutrition pgm,0.46,0.18,0.36,127620.0,2.6339799999999998,0.193,90.0,0.752,0.248,2009
298,CO,8117.0,0.111,2920.0,1.3,SNAP,1.85,other nutrition pgm,0.22,0.19,0.59,1547690.0,3.1724600000000005,0.17,840.0,0.32,0.68,2009
299,CO,8119.0,0.136,2940.0,1.3,SNAP,1.85,other nutrition pgm,0.3,0.17,0.53,1247630.0,2.54,0.213,990.0,0.625,0.375,2009
300,CO,8121.0,0.125,580.0,1.3,SNAP,1.85,other nutrition pgm,0.49,0.24,0.26,233820.0,2.413,0.22,230.0,0.722,0.278,2009
301,CO,8123.0,0.152,36690.0,1.3,SNAP,1.85,other nutrition pgm,0.44,0.2,0.36,15165070.0,2.47396,0.251,16770.0,0.596,0.404,2009
302,CO,8125.0,0.109,1050.0,1.3,SNAP,1.85,other nutrition pgm,0.48,0.4,0.12,512420.0,2.921,0.189,490.0,0.793,0.207,2009
303,CT,9001.0,0.112,99750.0,1.85,SNAP,1.85,SNAP,0.46,0.0,0.54,49441720.0,2.96672,0.173,38980.0,0.44,0.56,2009
304,CT,9003.0,0.133,115960.0,1.85,SNAP,1.85,SNAP,0.5,0.0,0.5,51915680.0,2.6797,0.199,40790.0,0.545,0.455,2009
305,CT,9005.0,0.109,20590.0,1.85,SNAP,1.85,SNAP,0.38,0.0,0.62,9925960.0,2.88544,0.182,7710.0,0.336,0.664,2009
306,CT,9007.0,0.101,16550.0,1.85,SNAP,1.85,SNAP,0.37,0.0,0.63,9109110.0,3.29438,0.164,5860.0,0.322,0.678,2009
307,CT,9009.0,0.136,114790.0,1.85,SNAP,1.85,SNAP,0.52,0.0,0.49,50125330.0,2.61366,0.205,40100.0,0.577,0.423,2009
308,CT,9011.0,0.112,29930.0,1.85,SNAP,1.85,SNAP,0.45,0.0,0.56,13501370.0,2.70002,0.182,10880.0,0.456,0.544,2009
309,CT,9013.0,0.102,15090.0,1.85,SNAP,1.85,SNAP,0.38,0.0,0.62,7146470.0,2.8346400000000003,0.167,5160.0,0.329,0.671,2009
310,CT,9015.0,0.132,15430.0,1.85,SNAP,1.85,SNAP,0.55,0.0,0.45,6875320.0,2.6670000000000003,0.228,6080.0,0.564,0.436,2009
311,DC,11001.0,0.158,93180.0,2.0,SNAP,2.0,SNAP,0.63,0.0,0.37,53026060.0,3.40614,0.323,36870.0,0.64,0.36,2009
312,DE,10001.0,0.129,19580.0,2.0,SNAP,2.0,SNAP,0.58,0.0,0.42,7984980.0,2.44094,0.213,8250.0,0.597,0.403,2009
313,DE,10003.0,0.121,63800.0,2.0,SNAP,2.0,SNAP,0.51,0.0,0.49,28725920.0,2.69494,0.184,23490.0,0.527,0.473,2009
314,DE,10005.0,0.121,22430.0,2.0,SNAP,2.0,SNAP,0.65,0.0,0.36,9927760.0,2.6492199999999997,0.226,8780.0,0.624,0.376,2009
315,FL,12001.0,0.181,43160.0,2.0,SNAP,2.0,SNAP,0.64,0.0,0.36,19670870.0,2.7279600000000004,0.227,10050.0,0.695,0.305,2009
316,FL,12003.0,0.183,4670.0,2.0,SNAP,2.0,SNAP,0.57,0.0,0.44,1872780.0,2.4003,0.301,2010.0,0.564,0.436,2009
317,FL,12005.0,0.16,26170.0,2.0,SNAP,2.0,SNAP,0.62,0.0,0.38,11183330.0,2.5577799999999997,0.269,10140.0,0.65,0.35,2009
318,FL,12007.0,0.168,4840.0,2.0,SNAP,2.0,SNAP,0.62,0.0,0.38,1957380.0,2.42062,0.259,1510.0,0.764,0.236,2009
319,FL,12009.0,0.16,85460.0,2.0,SNAP,2.0,SNAP,0.56,0.0,0.44,35540770.0,2.4892,0.262,28760.0,0.535,0.465,2009
320,FL,12011.0,0.16,281480.0,2.0,SNAP,2.0,SNAP,0.6,0.0,0.4,128289080.0,2.7279600000000004,0.232,95870.0,0.619,0.381,2009
321,FL,12013.0,0.186,2520.0,2.0,SNAP,2.0,SNAP,0.67,0.0,0.33,932510.0,2.21488,0.295,850.0,0.794,0.206,2009
322,FL,12015.0,0.169,26330.0,2.0,SNAP,2.0,SNAP,0.56,0.0,0.44,11106450.0,2.52476,0.297,7020.0,0.581,0.419,2009
323,FL,12017.0,0.184,25470.0,2.0,SNAP,2.0,SNAP,0.67,0.0,0.33,11403000.0,2.6797,0.327,7390.0,0.609,0.391,2009
324,FL,12019.0,0.144,25810.0,2.0,SNAP,2.0,SNAP,0.52,0.0,0.48,10941860.0,2.53746,0.244,11840.0,0.497,0.503,2009
325,FL,12021.0,0.159,49910.0,2.0,SNAP,2.0,SNAP,0.59,0.0,0.41,22069530.0,2.64668,0.306,19770.0,0.569,0.431,2009
326,FL,12023.0,0.178,12000.0,2.0,SNAP,2.0,SNAP,0.73,0.0,0.27,5077080.0,2.53238,0.282,4400.0,0.777,0.223,2009
327,FL,12027.0,0.185,6460.0,2.0,SNAP,2.0,SNAP,0.83,0.0,0.17,2628990.0,2.43586,0.339,2600.0,0.759,0.241,2009
